Note:
• Seats_Total is the enrollment limit for the section.
• Seats_Available is the number of seats currently open.
• A blank instructor field means the instructor was not listed in the schedule data.


Subject,Course,Section,Type,Instructor,Seats_Total,Seats_Available
NANO,247A,001-000-LE,lecture,Lingyan Shi,20,20
NANO,257,001-000-LE,lecture,Shengqiang Cai,25,25
NANO,265,001-000-LE,lecture,Jian Luo,10,10
NANO,299,001-000-IN,independent, S​haochen Chen,9999,9999
NANO,299,002-000-IN,independent, Zheng Chen,9999,9999
NANO,299,003-000-IN,independent, Ertugrul Cubukcu,9999,9999
NANO,299,004-000-IN,independent, Aaron Drews,9999,9999
NANO,299,005-000-IN,independent, David Fenning,9999,9999
NANO,299,006-000-IN,independent, Eric Fullerton,9999,9999
NANO,299,007-000-IN,independent, Olivia Graeve,9999,9999
NANO,299,008-000-IN,independent, Vicki Grassian,9999,9999
NANO,299,009-000-IN,independent, Zeinab Jahed,9999,9999
NANO,299,010-000-IN,independent, Jesse Jokerst,9999,9999
NANO,299,011-000-IN,independent, Clifford Kubiak,9999,9999
NANO,299,012-000-IN,independent, Andrew Kummel,9999,9999
NANO,299,013-000-IN,independent, Ester Kwon,9999,9999
NANO,299,014-000-IN,independent, Ratneshwar Lal,9999,9999
NANO,299,015-000-IN,independent, Darren Lipomi,9999,9999
NANO,299,016-000-IN,independent, Ping Liu,9999,9999
NANO,299,017-000-IN,independent, Vlado Lubarda,9999,9999
NANO,299,018-000-IN,independent, Jian Luo,9999,9999
NANO,299,019-000-IN,independent, M Maple,9999,9999
NANO,299,020-000-IN,independent, Ying Meng,9999,9999
NANO,299,021-000-IN,independent, Marc Meyers,9999,9999
NANO,299,022-000-IN,independent, Shyue Ping Ong,9999,9999
NANO,299,023-000-IN,independent, Justin Opatkiewicz,9999,9999
NANO,299,024-000-IN,independent, Tod Pascal,9999,9999
NANO,299,025-000-IN,independent, Jonathan Pokorski,9999,9999
NANO,299,026-000-IN,independent, Alyssa Powell,9999,9999
NANO,299,027-000-IN,independent, Padmini Rangamani,9999,9999
NANO,299,028-000-IN,independent, Michael Sailor,9999,9999
NANO,299,029-000-IN,independent, Nisarg Shah,9999,9999
NANO,299,030-000-IN,independent, Donald Sirbuly,9999,9999
NANO,299,031-000-IN,independent, Nicole Steinmetz,9999,9999
NANO,299,032-000-IN,independent, Shankar Subramaniam,9999,9999
NANO,299,033-000-IN,independent, Andrea Tao,9999,9999
NANO,299,034-000-IN,independent, Oscar Vazquez Mena,9999,9999
NANO,299,035-000-IN,independent, Kenneth Vecchio,9999,9999
NANO,299,036-000-IN,independent, Joseph Wang,9999,9999
NANO,299,037-000-IN,independent, Sheng Xu,9999,9999
NANO,299,038-000-IN,independent, Kesong Yang,9999,9999
NANO,299,039-000-IN,independent, Liangfang Zhang,9999,9999
NANO,299,040-000-IN,independent, Wan‑Lu Li,9999,9999
NANO,299,041-000-IN,independent, Yanran Li,9999,9999
NANO,299,042-000-IN,independent, Jinhye Bae,9999,9999
NEU,299,001-000-IN,independent,,5,5
NEU,299,002-000-IN,independent,,5,5
NEU,401,001-000-CL,clinic,Jamie Labuzetta,50,50
NEU,426T,001-000-CL,clinic,Michael Zimbric,10,10
NEU,427T,001-000-CL,clinic,Jamie Labuzetta,10,10
NEU,496,001-000-IN,independent,Jamie Labuzetta,5,5
NEU,496,002-000-IN,independent,,5,5
NEUG,200A,001-000-LE,lecture,Brenda Bloodgood,10,10
NEUG,200A,001-001-DI,discussion,Brenda Bloodgood,10,10
NEUG,210,001-000-LE,lecture,Matthew Lovett‑Barron,10,10
NEUG,210,001-001-LA,lab,Matthew Lovett‑Barron,10,10
NEUG,221,001-000-LE,lecture,,12,12
NEUG,265,001-000-SE,seminar,Tony Yaksh,10,10
NEUG,276,001-000-LE,lecture,,23,23
NEUG,299,001-000-IN,independent,Eiman Abdel‑Azim,9999,9999
NEUG,299,002-000-IN,independent,Susan Ackerman,9999,9999
NEUG,299,003-000-IN,independent,Johnatan Aljadeff,9999,9999
NEUG,299,004-000-IN,independent,Nicola Allen,9999,9999
NEUG,299,005-000-IN,independent,Greg Appelbaum,9999,9999
NEUG,299,006-000-IN,independent,Dhananjay Bambah‑Mukku,9999,9999
NEUG,299,007-000-IN,independent,Maksim Bazhenov,9999,9999
NEUG,299,008-000-IN,independent,Maria Margarita Behrens,9999,9999
NEUG,299,009-000-IN,independent,Mark Bondi,9999,9999
NEUG,299,010-000-IN,independent,Brenda Bloodgood,9999,9999
NEUG,299,011-000-IN,independent,Edward Callaway,9999,9999
NEUG,299,012-000-IN,independent,Alex Chaim,9999,9999
NEUG,299,013-000-IN,independent,Sreekanth Chalasani,9999,9999
NEUG,299,014-000-IN,independent,Xu Chen,9999,9999
NEUG,299,015-000-IN,independent,Don Cleveland,9999,9999
NEUG,299,016-000-IN,independent,Nicole Coufal,9999,9999
NEUG,299,017-000-IN,independent,Eric Courchesne,9999,9999
NEUG,299,018-000-IN,independent,Richard Daneman,9999,9999
NEUG,299,019-000-IN,independent,Giordano De Guglielmo,9999,9999
NEUG,299,020-000-IN,independent,Fred Gage,9999,9999
NEUG,299,021-000-IN,independent,Timothy Gentner,9999,9999
NEUG,299,022-000-IN,independent,Pieter Dorrestein,9999,9999
NEUG,299,023-000-IN,independent,Hector Gonzalez,9999,9999
NEUG,299,024-000-IN,independent,Nick Hollon,9999,9999
NEUG,299,025-000-IN,independent,Eric Halgren,9999,9999
NEUG,299,026-000-IN,independent,Thomas Hnasko,9999,9999
NEUG,299,027-000-IN,independent,Terry Jernigan,9999,9999
NEUG,299,028-000-IN,independent,Vivian Hook,9999,9999
NEUG,299,029-000-IN,independent,Kuo Lee,9999,9999
NEUG,299,030-000-IN,independent,Takaki Komiyama,9999,9999
NEUG,299,031-000-IN,independent,Stefan Leutgeb,9999,9999
NEUG,299,032-000-IN,independent,Brenda Bloodgood,5,5
NEUG,299,033-000-IN,independent,,9999,9999
NEUG,299,034-000-IN,independent,Loren Looger,9999,9999
NEUG,299,035-000-IN,independent,Matthew Lovett‑Barron,9999,9999
NEUG,299,036-000-IN,independent,Jerome Mertens,9999,9999
NEUG,299,037-000-IN,independent,Cory Miller,9999,9999



Subject	Course	Section	Type	Instructor	Seats Total	Seats Available
OBG	401	001-000-CL	cl	David Klein	50	50
OBG	428	001-000-CL	cl	Gladys Ramos	10	10
OBG	429	001-000-CL	cl	Jessica Kingston	10	10
OBG	430	001-000-CL	cl	Michael Mchale	10	10
OBG	432	001-000-CL	cl	Jerasimos Ballas	10	10
OBG	496	001-000-IN	in	Danielle Vachon	5	5
OBG	496	002-000-IN	in	Julia Cormano	5	5
OBG	496	003-000-IN	in	Gina Frugoni	5	5
OBG	496	004-000-IN	in	David Klein	4	4
OBG	496	005-000-IN	in	Gina Frugoni	5	5
OBG	496	006-000-IN	in	Jessica Kingston	4	4
OBG	496	007-000-IN	in	Jessica Kingston	5	5
OPTH	296	001-000-IN	in		5	5
OPTH	296	002-000-IN	in		5	5
OPTH	299	001-000-IN	in		5	5
OPTH	299	002-000-IN	in		5	5
OPTH	410	001-000-CL	cl	Catherine Yunxiang Liu	10	10
OPTH	412	001-000-CL	cl	Cole Ferguson	10	10
OPTH	425	001-000-CL	cl	Catherine Yunxiang Liu	10	10
OPTH	426	001-000-CL	cl	Don Kikkawa	10	10
OPTH	427	001-000-CL	cl		10	10
OPTH	496	001-000-IN	in	Natalie Afshari	5	5
OPTH	496	002-000-IN	in	Nathan Scott	5	5
ORTH	296	001-000-IN	in		5	5
ORTH	296	002-000-IN	in		5	5
ORTH	299	001-000-IN	in		5	5
ORTH	299	002-000-IN	in		5	5
ORTH	425	001-000-CL	cl	Alexandra Schwartz	10	10
ORTH	426	001-000-CL	cl	Alexandra Schwartz	10	10
ORTH	428	001-000-CL	cl	Scott Ball	10	10
ORTH	429	001-000-CL	cl	Vinko Zlomislic	10	10
ORTH	430	001-000-CL	cl	Eric Hentzen	10	10
ORTH	431	001-000-CL	cl	Matthew Schmitz	10	10
ORTH	435	001-000-CL	cl	Bryan Leek	10	10
ORTH	436	001-000-CL	cl	Paul Girard	10	10
ORTH	450	001-000-CL	cl	Douglas Chang	10	10
ORTH	496	001-000-IN	in	Alexandra Schwartz	5	5
ORTH	496	002-000-IN	in		5	5
PAE	210	001-000-LE	lecture	Elias Villarreal	30	30
PAE	220	001-000-LE	lecture		30	30
PAE	221	001-000-LE	lecture		30	30
PAE	222	001-000-LE	lecture		30	30
PAE	223	001-000-LE	lecture		30	30
PAE	224	001-000-LE	lecture	Elias Villarreal	30	30
PAE	224	001-001-LA	lab	Elias Villarreal	30	30
PAE	225	001-000-LE	lecture	Elias Villarreal	30	30
PAE	225	001-001-LA	lab	Elias Villarreal	30	30
PAE	226	001-000-LE	lecture		30	30
PAE	400	001-000-IN	in		30	30
PAE	410	001-000-PR	pr		30	30
PAE	411	001-000-PR	pr		30	30
PAE	412	001-000-PR	pr		30	30
PAE	420	001-000-PR	pr		30	30
PAE	430	001-000-PR	pr		30	30
PAE	440	001-000-PR	pr		30	30
PAE	450	001-000-PR	pr		30	30
PAE	451	001-000-PR	pr		30	30
PAE	452	001-000-PR	pr		30	30
PAE	453	001-000-PR	pr		30	30
PAE	489	001-000-IN	in		30	30
PAE	491	001-000-SE	se		30	30
PATH	296	001-000-IN	in		5	5
PATH	299	001-000-IN	in		5	5
PATH	401A	001-000-CL	cl	Hana Russo	10	10
PATH	401B	001-000-CL	cl	Farnaz Hasteh	10	10
PATH	401C	001-000-CL	cl	Elizabeth Allen	10	10
PATH	401S	001-000-CL	cl	Vera Vavinskaya	10	10
PATH	410	001-000-CL	cl	Vera Vavinskaya	10	10
PATH	411	001-000-CL	cl	Lily Jih	10	10
PATH	412	001-000-CL	cl	Cole Ferguson	10	10
PATH	413	001-000-CL	cl	Vanessa Goodwill	10	10
PATH	426	001-000-CL	cl	Denise Malicki	10	10
PATH	427	001-000-CL	cl		10	10
PATH	428	001-000-CL	cl	Vera Vavinskaya	10	10



Notes
Seats Available reflects the number of open seats at the time of the data extract (2026‑07‑20).
Enrollment Limit is the maximum number of students that can enroll in the section.
Waitlist columns are empty where the system does not expose wait‑list capacities for the section.

Subject	Course	Section Code	Section Name	Seats Available	Enrollment Limit	Waitlist Available	Waitlist Capacity	Status
PEDS	296	001‑000‑IN	PEDS 296	5	5	–	–	AC
PEDS	296	002‑000‑IN	PEDS 296	5	5	–	–	AC
PEDS	299	001‑000‑IN	PEDS 299	5	5	–	–	AC
PEDS	299	002‑000‑IN	PEDS 299	5	5	–	–	AC
PEDS	401	001‑000‑CL	PEDS 401	50	50	–	–	AC
PEDS	424	001‑000‑CL	PEDS 424	10	10	–	–	AC
PEDS	424T	001‑000‑CL	PEDS 424T	10	10	–	–	AC
PEDS	426	001‑000‑CL	PEDS 426	10	10	–	–	AC
PEDS	427	001‑000‑CL	PEDS 427	10	10	–	–	AC
PEDS	428	001‑000‑CL	PEDS 428	10	10	–	–	AC
PEDS	429	001‑000‑CL	PEDS 429	10	10	–	–	AC
PEDS	430	001‑000‑CL	PEDS 430	10	10	–	–	AC
PEDS	431	001‑000‑CL	PEDS 431	10	10	–	–	AC
PEDS	432	001‑000‑CL	PEDS 432	10	10	–	–	AC
PEDS	433	001‑000‑CL	PEDS 433	10	10	–	–	AC
PEDS	433T	001‑000‑CL	PEDS 433T	10	10	–	–	AC
PEDS	434	001‑000‑CL	PEDS 434	10	10	–	–	AC
PEDS	434T	001‑000‑CL	PEDS 434T	10	10	–	–	AC
PEDS	435	001‑000‑CL	PEDS 435	10	10	–	–	AC
PEDS	435T	001‑000‑CL	PEDS 435T	10	10	–	–	AC
PEDS	437	001‑000‑CL	PEDS 437	10	10	–	–	AC
PEDS	437T	001‑000‑CL	PEDS 437T	10	10	–	–	AC
PEDS	496	001‑000‑IN	PEDS 496	10	10	–	–	AC
PEDS	496	002‑000‑IN	PEDS 496	5	5	–	–	AC
PH	045	001‑000‑LE	PH 045 (Lecture)	140	140	–	–	AC
PH	045	001‑001‑DI	PH 045 (Discussion 1)	35	35	–	–	AC
PH	045	001‑002‑DI	PH 045 (Discussion 2)	35	35	–	–	AC
PH	045	001‑003‑DI	PH 045 (Discussion 3)	35	35	–	–	AC
PH	045	001‑004‑DI	PH 045 (Discussion 4)	35	35	–	–	AC
PH	050	001‑000‑LE	PH 050 (Lecture)	80	80	–	–	AC
PH	090	001‑000‑SE	PH 090 (Seminar)	30	30	–	–	AC
PH	101	001‑000‑LE	PH 101 (Lecture)	60	60	–	–	AC
PH	102	001‑000‑LE	PH 102 (Lecture)	60	60	–	–	AC
PH	102	001‑001‑LA	PH 102 (Lab 1)	30	30	–	–	AC
PH	102	001‑002‑LA	PH 102 (Lab 2)	30	30	–	–	AC
PH	110	001‑000‑LE	PH 110 (Lecture)	60	60	–	–	AC
PH	120R	002‑000‑LE	PH 120R (Lecture)	80	80	–	–	AC
PH	130	001‑000‑LE	PH 130 (Lecture)	80	80	–	–	AC
PH	157	001‑000‑LE	PH 157 (Lecture)	15	15	–	–	AC
PH	161	001‑000‑LE	PH 161 (Lecture)	60	60	–	–	AC
PH	193	001‑000‑LE	PH 193 (Lecture)	110	110	–	–	AC
PH	258	001‑000‑SE	PH 258 (Seminar)	15	15	–	–	AC
PH	259	001‑000‑PR	PH 259 (Practicum)	10	10	–	–	AC
PH	270	001‑000‑LE	PH 270 (Lecture)	10	10	–	–	AC
PH	280	001‑000‑PR	PH 280 (Practicum)	10	10	–	–	AC
PH	400	001‑000‑LE	PH 400 (Lecture)	60	60	–	–	AC
PH	400	001‑001‑LA	PH 400 (Lab)	60	60	–	–	AC
PH	401	001‑000‑LE	PH 401 (Lecture)	60	60	–	–	AC
PH	417R	001‑000‑LE	PH 417R (Lecture)	12	12	–	–	AC
PH	427	001‑000‑LE	PH 427 (Lecture)	12	12	–	–	AC
PH	429	001‑000‑LE	PH 429 (Lecture)	12	12	–	–	AC
PH	433	001‑000‑LE	PH 433 (Lecture)	18	18	–	–	AC
PH	441	001‑000‑LE	PH 441 (Lecture)	16	16	–	–	AC
PH	442	001‑000‑LE	PH 442 (Lecture)	15	15	–	–	AC
PH	491	001‑000‑SE	PH 491 (Seminar)	12	12	–	–	AC
PHAR	236	001‑000‑LE	PHAR 236 (Lecture)	15	15	–	–	AC
PHB	221	001‑000‑LE	PHB 221 (Lecture)	40	40	–	–	AC
PHB	224	001‑000‑LE	PHB 224 (Lecture)	25	25	–	–	AC
PHB	227	001‑000‑LE	PHB 227 (Lecture)	25	25	–	–	AC
PHB	243A	001‑000‑LE	PHB 243A (Lecture)	25	25	–	–	AC
PHB	243A	001‑001‑PR	PHB 243A (Practicum)	25	25	–	–	AC



Notes

Enrollment Limit is the maximum number of students that can be registered for the section.
Seats Available (availableSeats) shows how many seats are still open at the time of the data extract (2026‑07‑20).
Waitlist Capacity and Waitlist Available are empty where the system does not expose wait‑list information.
All sections listed are Active (AC) – none are cancelled.
Numbers such as 9999 or 99 999 indicate sections that are defined with very high limits (often used for independent studies, research, or workshops); they effectively have no enrollment cap.
Subject	Course	Section Code	Section Name	Enrollment Limit	Seats Available	Waitlist Cap.	Waitlist Avail.	Status
PHB	244A	001‑000‑LE	PHB 244A	40	40	–	–	AC
PHB	280	001‑000‑SE	PHB 280	75	75	–	–	AC
PHB	281	001‑000‑SE	PHB 281	65	65	–	–	AC
PHIL	001	001‑000‑LE	PHIL 001	40	40	–	–	AC
PHIL	010	001‑000‑LE	PHIL 010 (Lecture)	180	180	–	–	AC
PHIL	010	001‑001‑DI	PHIL 010 (Discussion 1)	45	45	–	–	AC
PHIL	010	001‑002‑DI	PHIL 010 (Discussion 2)	45	45	–	–	AC
PHIL	010	001‑003‑DI	PHIL 010 (Discussion 3)	45	45	–	–	AC
PHIL	010	001‑004‑DI	PHIL 010 (Discussion 4)	45	45	–	–	AC
PHIL	013	001‑000‑LE	PHIL 013 (Lecture)	132	132	–	–	AC
PHIL	013	001‑001‑DI	PHIL 013 (Discussion 1)	33	33	–	–	AC
PHIL	013	001‑002‑DI	PHIL 013 (Discussion 2)	33	33	–	–	AC
PHIL	013	001‑003‑DI	PHIL 013 (Discussion 3)	33	33	–	–	AC
PHIL	013	001‑004‑DI	PHIL 013 (Discussion 4)	33	33	–	–	AC
PHIL	027	001‑000‑LE	PHIL 027 (Lecture)	300	300	–	–	AC
PHIL	027	001‑001‑DI	PHIL 027 (Discussion 1)	75	75	–	–	AC
PHIL	027	001‑002‑DI	PHIL 027 (Discussion 2)	75	75	–	–	AC
PHIL	027	001‑003‑DI	PHIL 027 (Discussion 3)	75	75	–	–	AC
PHIL	027	001‑004‑DI	PHIL 027 (Discussion 4)	75	75	–	–	AC
PHIL	028	001‑000‑LE	PHIL 028 (Lecture)	264	264	–	–	AC
PHIL	028	001‑001‑DI	PHIL 028 (Discussion 1)	33	33	–	–	AC
PHIL	028	001‑002‑DI	PHIL 028 (Discussion 2)	33	33	–	–	AC
PHIL	028	001‑003‑DI	PHIL 028 (Discussion 3)	33	33	–	–	AC
PHIL	028	001‑004‑DI	PHIL 028 (Discussion 4)	33	33	–	–	AC
PHIL	028	001‑005‑DI	PHIL 028 (Discussion 5)	33	33	–	–	AC
PHIL	028	001‑006‑DI	PHIL 028 (Discussion 6)	33	33	–	–	AC
PHIL	028	001‑007‑DI	PHIL 028 (Discussion 7)	33	33	–	–	AC
PHIL	028	001‑008‑DI	PHIL 028 (Discussion 8)	33	33	–	–	AC
PHIL	035	001‑000‑LE	PHIL 035	70	70	–	–	AC
